content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
Sangat membantu dan bnyk info lowongan pekerjaan sesuai skil / kemampuan,5,positif,sangat membantu dan bnyk info lowongan pekerjaan sesuai skil  kemampuan,membantu bnyk info lowongan pekerjaan sesuai skil kemampuan,"['membantu', 'bnyk', 'info', 'lowongan', 'pekerjaan', 'sesuai', 'skil', 'kemampuan']",bantu bnyk info lowong kerja sesuai skil mampu,positif
ok,4,positif,ok,ok,['ok'],ok,positif
Kenapa gk bisa dibuka aplikasinya,2,negatif,kenapa gk bisa dibuka aplikasinya,gk dibuka aplikasinya,"['gk', 'dibuka', 'aplikasinya']",gk buka aplikasi,negatif
Jangan download aplikasi ini Dari ratusan lamaran yang sy apply...gk ad sama sekali yg lolos Padahal sy udh cari referensi buat CV Ehh ttp aj gk dilirik,1,negatif,jangan download aplikasi ini dari ratusan lamaran yang sy applygk ad sama sekali yg lolos padahal sy udh cari referensi buat cv ehh ttp aj gk dilirik,download aplikasi ratusan lamaran sy applygk ad yg lolos sy udh cari referensi cv ehh ttp aj gk dilirik,"['download', 'aplikasi', 'ratusan', 'lamaran', 'sy', 'applygk', 'ad', 'yg', 'lolos', 'sy', 'udh', 'cari', 'referensi', 'cv', 'ehh', 'ttp', 'aj', 'gk', 'dilirik']",download aplikasi ratus lamar sy applygk ad yg lolos sy udh cari referensi cv ehh ttp aj gk lirik,negatif
Sangat Membantu bagi saya,5,positif,sangat membantu bagi saya,membantu,['membantu'],bantu,positif
Good,5,positif,good,good,['good'],good,positif
Apk ga jelas,1,negatif,apk ga jelas,apk ga,"['apk', 'ga']",apk ga,negatif
Sangat memudahkan pencari kerja,5,positif,sangat memudahkan pencari kerja,memudahkan pencari kerja,"['memudahkan', 'pencari', 'kerja']",mudah cari kerja,positif
Cukup membantu,5,positif,cukup membantu,membantu,['membantu'],bantu,positif
"Sekarang Jobstreet tidak sebagus dulu, kenapa dalam pencarian posisi dan spesialisasi tidak akurat. Misal mencari Posisi Branch Manager spesialisasi Sales yang keluar semua posisi dan spesialisasi bisa keluar loker HRD Manager, Salesman, dan posisi lainnya. Tolong perbaiki kembali filter dalam pencarian, jadi klo mau mencari posisi branch manager atau sales manager ya keluar posisi tersebut jangan posisi lain. Terimakasih.",2,negatif,sekarang jobstreet tidak sebagus dulu kenapa dalam pencarian posisi dan spesialisasi tidak akurat misal mencari posisi branch manager spesialisasi sales yang keluar semua posisi dan spesialisasi bisa keluar loker hrd manager salesman dan posisi lainnya tolong perbaiki kembali filter dalam pencarian jadi klo mau mencari posisi branch manager atau sales manager ya keluar posisi tersebut jangan posisi lain terimakasih,jobstreet sebagus pencarian posisi spesialisasi akurat mencari posisi branch manager spesialisasi sales posisi spesialisasi loker hrd manager salesman posisi tolong perbaiki filter pencarian klo mencari posisi branch manager sales manager ya posisi posisi terimakasih,"['jobstreet', 'sebagus', 'pencarian', 'posisi', 'spesialisasi', 'akurat', 'mencari', 'posisi', 'branch', 'manager', 'spesialisasi', 'sales', 'posisi', 'spesialisasi', 'loker', 'hrd', 'manager', 'salesman', 'posisi', 'tolong', 'perbaiki', 'filter', 'pencarian', 'klo', 'mencari', 'posisi', 'branch', 'manager', 'sales', 'manager', 'ya', 'posisi', 'posisi', 'terimakasih']",jobstreet bagus cari posisi spesialisasi akurat cari posisi branch manager spesialisasi sales posisi spesialisasi loker hrd manager salesman posisi tolong baik filter cari klo cari posisi branch manager sales manager ya posisi posisi terimakasih,positif
Baik,5,positif,baik,,[],,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
Mempermudah mencari pekerjaan sesuai keahlian,5,positif,mempermudah mencari pekerjaan sesuai keahlian,mempermudah mencari pekerjaan sesuai keahlian,"['mempermudah', 'mencari', 'pekerjaan', 'sesuai', 'keahlian']",mudah cari kerja sesuai ahli,positif
Sudah banyak lowongan kerja dilamar tapi gak pernah dapat panggilan satu pun...emang sesusah itu ya ngelamar di jobstreet padahal ada beberapa perusahaan yang jaraknya gak terlalu jauh dari tempat tinggal,5,positif,sudah banyak lowongan kerja dilamar tapi gak pernah dapat panggilan satu punemang sesusah itu ya ngelamar di jobstreet padahal ada beberapa perusahaan yang jaraknya gak terlalu jauh dari tempat tinggal,lowongan kerja dilamar gak panggilan punemang sesusah ya ngelamar jobstreet perusahaan jaraknya gak tinggal,"['lowongan', 'kerja', 'dilamar', 'gak', 'panggilan', 'punemang', 'sesusah', 'ya', 'ngelamar', 'jobstreet', 'perusahaan', 'jaraknya', 'gak', 'tinggal']",lowong kerja lamar gak panggil punemang susah ya ngelamar jobstreet usaha jarak gak tinggal,negatif
Karna bisa mendapatkan peluang pekerjaan lebih banyak,4,positif,karna bisa mendapatkan peluang pekerjaan lebih banyak,karna peluang pekerjaan,"['karna', 'peluang', 'pekerjaan']",karna peluang kerja,positif
Oke,5,positif,oke,oke,['oke'],oke,positif
Memudahkan untuk mencari pekerjaan,4,positif,memudahkan untuk mencari pekerjaan,memudahkan mencari pekerjaan,"['memudahkan', 'mencari', 'pekerjaan']",mudah cari kerja,positif
Good,5,positif,good,good,['good'],good,positif
Membantu sekalia Semoga data loker yg diupload sesuai baik informasi maupun lowongan yang ada,4,positif,membantu sekalia semoga data loker yg diupload sesuai baik informasi maupun lowongan yang ada,membantu sekalia semoga data loker yg diupload sesuai informasi lowongan,"['membantu', 'sekalia', 'semoga', 'data', 'loker', 'yg', 'diupload', 'sesuai', 'informasi', 'lowongan']",bantu sekalia moga data loker yg diupload sesuai informasi lowong,positif
Jos gandos,5,positif,jos gandos,jos gandos,"['jos', 'gandos']",jos gandos,positif
good,5,positif,good,good,['good'],good,positif
good,5,positif,good,good,['good'],good,positif
joobstreet sangat membantu,5,positif,joobstreet sangat membantu,joobstreet membantu,"['joobstreet', 'membantu']",joobstreet bantu,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
Sangat brmanfaat bagi org yg sedang mncari pkerjaan ... semoga smkin aktf dlm mmbgi info tentang lowongan pkerjaan...,5,positif,sangat brmanfaat bagi org yg sedang mncari pkerjaan  semoga smkin aktf dlm mmbgi info tentang lowongan pkerjaan,brmanfaat org yg mncari pkerjaan semoga smkin aktf dlm mmbgi info lowongan pkerjaan,"['brmanfaat', 'org', 'yg', 'mncari', 'pkerjaan', 'semoga', 'smkin', 'aktf', 'dlm', 'mmbgi', 'info', 'lowongan', 'pkerjaan']",brmanfaat org yg mncari pkerjaan moga smkin aktf dlm mmbgi info lowong pkerjaan,positif
Oke,5,positif,oke,oke,['oke'],oke,positif
Saya senang menggunakan nya,5,positif,saya senang menggunakan nya,senang nya,"['senang', 'nya']",senang nya,positif
sangat informatif,5,positif,sangat informatif,informatif,['informatif'],informatif,positif
Nice,5,positif,nice,nice,['nice'],nice,positif
Sangat membantu informasi lowongan kerja,4,positif,sangat membantu informasi lowongan kerja,membantu informasi lowongan kerja,"['membantu', 'informasi', 'lowongan', 'kerja']",bantu informasi lowong kerja,positif
"Praktis, mudah2an ada panggilan kerja",5,positif,praktis mudah2an ada panggilan kerja,praktis mudah2an panggilan kerja,"['praktis', 'mudah2an', 'panggilan', 'kerja']",praktis mudah2an panggil kerja,positif
Payah kaga ada info lowongan lagi di update malah hilang,1,negatif,payah kaga ada info lowongan lagi di update malah hilang,payah kaga info lowongan update hilang,"['payah', 'kaga', 'info', 'lowongan', 'update', 'hilang']",payah kaga info lowong update hilang,negatif
Sangat membantu dalam melakukan pencarian untuk loker. Sukses,5,positif,sangat membantu dalam melakukan pencarian untuk loker sukses,membantu pencarian loker sukses,"['membantu', 'pencarian', 'loker', 'sukses']",bantu cari loker sukses,positif
Bagus,4,positif,bagus,bagus,['bagus'],bagus,positif
Moga bisa membantuku boss,5,positif,moga bisa membantuku boss,moga membantuku boss,"['moga', 'membantuku', 'boss']",moga bantu boss,positif
Semoga bisa dapat pekerjaan lewat jobstreet,5,positif,semoga bisa dapat pekerjaan lewat jobstreet,semoga pekerjaan jobstreet,"['semoga', 'pekerjaan', 'jobstreet']",moga kerja jobstreet,positif
Ok,4,positif,ok,ok,['ok'],ok,positif
"Cukup membantu, dan user interface yang sederhana membuatnya nyaman digunakan.",5,positif,cukup membantu dan user interface yang sederhana membuatnya nyaman digunakan,membantu user interface sederhana membuatnya nyaman,"['membantu', 'user', 'interface', 'sederhana', 'membuatnya', 'nyaman']",bantu user interface sederhana buat nyaman,positif
Bagus dan membantu,5,positif,bagus dan membantu,bagus membantu,"['bagus', 'membantu']",bagus bantu,positif
Good,5,positif,good,good,['good'],good,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Sangat bagus👍,4,positif,sangat bagus,bagus,['bagus'],bagus,positif
Cukup bagus .tapi kadang masih lambat refresh,5,positif,cukup bagus tapi kadang masih lambat refresh,bagus kadang lambat refresh,"['bagus', 'kadang', 'lambat', 'refresh']",bagus kadang lambat refresh,positif
"Validasi email selalu gagal, padhal email saya tetap dan tidak diganti ganti, akibatnya tidak bisa melamar kerja tidak bisa melakukan apa2",1,negatif,validasi email selalu gagal padhal email saya tetap dan tidak diganti ganti akibatnya tidak bisa melamar kerja tidak bisa melakukan apa2,validasi email gagal padhal email diganti ganti akibatnya melamar kerja apa2,"['validasi', 'email', 'gagal', 'padhal', 'email', 'diganti', 'ganti', 'akibatnya', 'melamar', 'kerja', 'apa2']",validasi email gagal padhal email ganti ganti akibat lamar kerja apa2,negatif
Ok,5,positif,ok,ok,['ok'],ok,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
o💪😍 9 .,1,negatif,o 9 ,o 9,"['o', '9']",o 9,positif
Good verry well verry good afternoon,4,positif,good verry well verry good afternoon,good verry well verry good afternoon,"['good', 'verry', 'well', 'verry', 'good', 'afternoon']",good verry well verry good afternoon,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Bagus dan bermanfaat,5,positif,bagus dan bermanfaat,bagus bermanfaat,"['bagus', 'bermanfaat']",bagus manfaat,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
Semenjak download dan cari kerja di jobstreet sampe sekarang gak ada 1 pun lamaran yg di terima,5,positif,semenjak download dan cari kerja di jobstreet sampe sekarang gak ada 1 pun lamaran yg di terima,semenjak download cari kerja jobstreet sampe gak 1 lamaran yg terima,"['semenjak', 'download', 'cari', 'kerja', 'jobstreet', 'sampe', 'gak', '1', 'lamaran', 'yg', 'terima']",semenjak download cari kerja jobstreet sampe gak 1 lamar yg terima,negatif
ok,4,positif,ok,ok,['ok'],ok,positif
Impormasi dan respon sangat cepat,5,positif,impormasi dan respon sangat cepat,impormasi respon cepat,"['impormasi', 'respon', 'cepat']",impormasi respon cepat,positif
Mudah untuk mencari pekerjaan,5,positif,mudah untuk mencari pekerjaan,mudah mencari pekerjaan,"['mudah', 'mencari', 'pekerjaan']",mudah cari kerja,positif
Bes oktimal,5,positif,bes oktimal,bes oktimal,"['bes', 'oktimal']",bes oktimal,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
Mudah2an diterima. Amin,5,positif,mudah2an diterima amin,mudah2an diterima amin,"['mudah2an', 'diterima', 'amin']",mudah2an terima amin,positif
Mudah2xx ada ya tembus cv saya,4,positif,mudah2xx ada ya tembus cv saya,mudah2xx ya tembus cv,"['mudah2xx', 'ya', 'tembus', 'cv']",mudah2xx ya tembus cv,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
"Terbaik poko nya cuma sayah blm pernah dapet panggilan kerja dri dulu sampe sekarang di aplikasi inih tpi sayah bkl berusaha mudah""han dapet di tahun inih",5,positif,terbaik poko nya cuma sayah blm pernah dapet panggilan kerja dri dulu sampe sekarang di aplikasi inih tpi sayah bkl berusaha mudahhan dapet di tahun inih,terbaik poko nya sayah blm dapet panggilan kerja dri sampe aplikasi inih tpi sayah bkl berusaha mudahhan dapet inih,"['terbaik', 'poko', 'nya', 'sayah', 'blm', 'dapet', 'panggilan', 'kerja', 'dri', 'sampe', 'aplikasi', 'inih', 'tpi', 'sayah', 'bkl', 'berusaha', 'mudahhan', 'dapet', 'inih']",baik poko nya sayah blm dapet panggil kerja dri sampe aplikasi inih tpi sayah bkl usaha mudahhan dapet inih,positif
Membantu sekali,4,positif,membantu sekali,membantu,['membantu'],bantu,positif
Mempermudah kita dalam menjangkau lowongan pekerjaan,5,positif,mempermudah kita dalam menjangkau lowongan pekerjaan,mempermudah menjangkau lowongan pekerjaan,"['mempermudah', 'menjangkau', 'lowongan', 'pekerjaan']",mudah jangkau lowong kerja,positif
Top,5,positif,top,top,['top'],top,positif
BAgus,5,positif,bagus,bagus,['bagus'],bagus,positif
Dengan adanya platform pencarian kerja seperti jobstreet amat sangat banyak teman dan rekan seperjuangan saya yang mendapatkan pekerjaan sesuai dengan fassion mereka. Semoga kedepannya dengan adanya platform jobstreet ini dapat membantu mengurangi angka pengangguran serta mempermudah untuk para pencari kerja. Goodluck dan sehat selalu untuk para teamwork jobstreet. I love you all 🥰,5,positif,dengan adanya platform pencarian kerja seperti jobstreet amat sangat banyak teman dan rekan seperjuangan saya yang mendapatkan pekerjaan sesuai dengan fassion mereka semoga kedepannya dengan adanya platform jobstreet ini dapat membantu mengurangi angka pengangguran serta mempermudah untuk para pencari kerja goodluck dan sehat selalu untuk para teamwork jobstreet i love you all ,platform pencarian kerja jobstreet teman rekan seperjuangan pekerjaan sesuai fassion semoga kedepannya platform jobstreet membantu mengurangi angka pengangguran mempermudah pencari kerja goodluck sehat teamwork jobstreet i love you all,"['platform', 'pencarian', 'kerja', 'jobstreet', 'teman', 'rekan', 'seperjuangan', 'pekerjaan', 'sesuai', 'fassion', 'semoga', 'kedepannya', 'platform', 'jobstreet', 'membantu', 'mengurangi', 'angka', 'pengangguran', 'mempermudah', 'pencari', 'kerja', 'goodluck', 'sehat', 'teamwork', 'jobstreet', 'i', 'love', 'you', 'all']",platform cari kerja jobstreet teman rekan juang kerja sesuai fassion moga depan platform jobstreet bantu kurang angka anggur mudah cari kerja goodluck sehat teamwork jobstreet i love you all,positif
Baik sekali,5,positif,baik sekali,,[],,positif
Good,5,positif,good,good,['good'],good,positif
Ok,4,positif,ok,ok,['ok'],ok,positif
Cara mudah melamar kerja jaman milenial,5,positif,cara mudah melamar kerja jaman milenial,mudah melamar kerja jaman milenial,"['mudah', 'melamar', 'kerja', 'jaman', 'milenial']",mudah lamar kerja jaman milenial,positif
"Secara keseluruhan bagus. Namun, kalau bisa tambahkan feature filter berapa tahun experience yang dicari.",5,positif,secara keseluruhan bagus namun kalau bisa tambahkan feature filter berapa tahun experience yang dicari,bagus tambahkan feature filter experience dicari,"['bagus', 'tambahkan', 'feature', 'filter', 'experience', 'dicari']",bagus tambah feature filter experience cari,positif
Cukup membantu,5,positif,cukup membantu,membantu,['membantu'],bantu,positif
Sumpah lemot banget. Beda bgt sama versi lama.,1,negatif,sumpah lemot banget beda bgt sama versi lama,sumpah lemot banget beda bgt versi,"['sumpah', 'lemot', 'banget', 'beda', 'bgt', 'versi']",sumpah lot banget beda bgt versi,negatif
Bagus sekali,4,positif,bagus sekali,bagus,['bagus'],bagus,positif
Good and easy for apply,5,positif,good and easy for apply,good and easy for apply,"['good', 'and', 'easy', 'for', 'apply']",good and easy for apply,positif
"Emang Paling Parah Ini Aplikasi Berkedok Pencaker Eh Ujung Ujungnya Di Seret Ke Yayasan PT.KTT Yang Di Pulo Gebang Interview Nya Kayaknya Meyakinkan Dengan Upah Yang Sekian Dan Sekian Tersedia Sragam Ini Dan Itu Ujung Ujungnya Suruh Bayar Member 1,5 Juta Dan Yang Mirisnya Lagi Karena Domisili Saya Di Tangerang Saya Di Tempatkan Di Tangerang Dan Saat Berada Di Kantor Tangerang Pekerjaan Yang Di Berikan Tidak Sesuai Dengan Yg Di Janjikan Dan Malah Jadi OB Dengan Gaji 1,5 Juta Dan Bukan UMR",1,negatif,emang paling parah ini aplikasi berkedok pencaker eh ujung ujungnya di seret ke yayasan ptktt yang di pulo gebang interview nya kayaknya meyakinkan dengan upah yang sekian dan sekian tersedia sragam ini dan itu ujung ujungnya suruh bayar member 15 juta dan yang mirisnya lagi karena domisili saya di tangerang saya di tempatkan di tangerang dan saat berada di kantor tangerang pekerjaan yang di berikan tidak sesuai dengan yg di janjikan dan malah jadi ob dengan gaji 15 juta dan bukan umr,emang parah aplikasi berkedok pencaker eh ujung ujungnya seret yayasan ptktt pulo gebang interview nya kayaknya upah sekian sekian tersedia sragam ujung ujungnya suruh bayar member 15 juta mirisnya domisili tangerang tempatkan tangerang kantor tangerang pekerjaan sesuai yg janjikan ob gaji 15 juta umr,"['emang', 'parah', 'aplikasi', 'berkedok', 'pencaker', 'eh', 'ujung', 'ujungnya', 'seret', 'yayasan', 'ptktt', 'pulo', 'gebang', 'interview', 'nya', 'kayaknya', 'upah', 'sekian', 'sekian', 'tersedia', 'sragam', 'ujung', 'ujungnya', 'suruh', 'bayar', 'member', '15', 'juta', 'mirisnya', 'domisili', 'tangerang', 'tempatkan', 'tangerang', 'kantor', 'tangerang', 'pekerjaan', 'sesuai', 'yg', 'janjikan', 'ob', 'gaji', '15', 'juta', 'umr']",emang parah aplikasi kedok pencaker eh ujung ujung seret yayasan ptktt pulo gebang interview nya kayak upah sekian sekian sedia sragam ujung ujung suruh bayar member 15 juta miris domisili tangerang tempat tangerang kantor tangerang kerja sesuai yg janji ob gaji 15 juta umr,negatif
