content,score,Label
Jobstreet setelah pembaharuan kok malah gak bisa diakses ya.Tidak bisa login.Mohon diperbaiki.,1,negatif
"Sudah 5 tahun menggunakan jobstreet .Setelah update malah ke reset semua data data jobstreet nya, harus daftar dari awal lagi Maaf Kasih bintang 1 , semoga update an di kembalikan ke semula.",1,negatif
filternya ga berfungsi dg baik,2,negatif
"Banyak penipu lagi cari pegawai. Tiap bulan buka loker. Giliran dilamar , malah gk direspon. Macam jual kacang aja",1,negatif
"Sudah d update tapi malah di suruh daftar lagi, udah gitu pas d buka malah loading mlulu",1,negatif
"Setelah update terbaru November 23 Kok tampilannya malah kurang bagus aja Mending tampilan lama, cuma kita bs liat kapan prusahaan ngeview CV kita itu aja tambahan yg menarik",4,positif
Sangat menarik,5,positif
Good app sangat membantu para pencari kerja,5,positif
Aplikasinya sangat bagus sebelum diupdate.. Setelah diupdate kok malah gak bisa login😣,1,negatif
Good,5,positif
Berguna sekali,5,positif
"Tidak ada progres yang signifikan, cuma nunggu tanpa kepastian. Lebih cepet proses lamar sendiri daripada pakai aplikasi ini.",1,negatif
"Banyak perbaikan besar di versi saat ini, jadi lebih enak UI nya",5,positif
Aplikasi formalitas doang.. Yg di recruit tetep aja yg punya orang dalem..,1,negatif
Sangat membantu,5,positif
oke juga buat pencaker,4,positif
"Ini knpa iya, saya udh perbarui aplikasi dan di suru login lagi. Giliran saya login, malah susah atau lama muat halaman nya.",2,negatif
Kenapa sekarang gk bisa aplod cv jobstreet skrang penampilan ny malah ribet gk ky dulu simple tolong di perbaiki seperti kemaren lagi,1,negatif
Semenjak di update malah gabisa sign in.. muternya lama bgt malah jadi ilang semua,1,negatif
Gimana si abis maintenance malah akun ke hapus.. Ga bsa masuk lagi..,1,negatif
"C'mon.. tiap habis update ada aja masalahnya.. ini ga bisa login.. masuk ke web seek mau login dr aplikasi, loading terus ga terbuka buka..",1,negatif
versi terbarunya ribetttttttt,1,negatif
Setelah diupdate jobstreet makin ribet prosesnya.,1,negatif
Saya dapat pekerjaan dari sini,5,positif
Setelah update malah tidak mempermudah,1,negatif
Sekarang tambah bagus.. 😟,5,positif
Ko abis update malah ribet ya aplikasinya,2,negatif
"sdh diapdate bukany makin bagus,malah gak bs masuk sama sekali.tolong admin ksh solusi agar sy bs sign in keaplikasi",1,negatif
Sudah update kok ga bisa login kenapa ya?,4,positif
Kenapa melamar harus di Batasin masa iya harus nunggu bulan depan baru bisa lamar lagi sedangkan saya butuh pekerjaan tolong dong pihak jobstreet nya agar ga ada batasan untuk melamar,1,negatif
Aplikasi mencari kerja yang sangat baik..,5,positif
Aplikasi di perbarui malah susah cara cari kerja yang baru update,1,negatif
"Saya pengguna jobstreet yang sudah cukup lama, tapi baru kali ini saya mendapat kendala, setelah diupdate saya benar benar tidak bisa login ke jobstreet, saya mencoba di laptop pun sama saja tidak bisa login juga, tolong untuk pihak jobstreet untuk memperbaiki agar tidak banyak kendala dan lambat, terimakasih",2,negatif
"Hari ini pembaharuan APLIKASI jobstreet Indonesia sudah diperbaharui, namun kenapa saya dr jam 07.00 tidak dapat mengakses masuk kedalam APLIKASI jobstreet Indonesia, pd hal saya sudah MEMILIKI akun jobstreet Indonesia & APLIKASI jobstreet pun masih TERTUTUP tidak DAPAT saya buka?! Semakin lama ini APLIKASI meski sudah diperbaharui perhari ini SETELAH 3 hari DIKUNCI total Tidak bisa mengaksesnya, bukannya makin canggih, CEPAT & LEBIH mutakhir malah SEMAKIN mempersulit pencari KERJA mengaksesnya",1,negatif
Di update malah makin buruk,1,negatif
Saya sudah mendaftar di jobstreet pas update dan masuk malah diarahkan ke paly store lagi. Bagaimana nih gk bisa masuk saya ke aplikasi ini?,1,negatif
"Update aplikasi malah jadi ga bisa login, data username lama dihapus semua apa gimana ini?",4,positif
Bagus dan membantu,5,positif
"Tampilan UI/UX baru tapi tidak bisa melihat jumpah pelamar dan berapa kali sudah dilihat oleh perusahaan bila sudah pernah dilihat, kenapa malah menurun kualitas UI/UXnya?",1,negatif
RIP JOBSTREET APLIKASI 🥲,1,negatif
"Habis update data profil hilang , mau registrasi ulang loading doang",2,negatif
Aplikasi sangat bagus sangat membatu terima kasih,5,positif
Fii umrik,5,positif
Bagus,5,positif
"Setelah update terakhir (19 nov) jadi kacau. Minta log in tapi engga jalan-jalan aplikasinya, di tungguin lama juga sama aja . . . Lebih baik gausah diupdate, org mau cari kerja justru malah lebih sulit",1,negatif
Masih banyaknya perekrutan berkedok uang jaminan. Mohon disaring kembali untuk perusahaan yg fiktif,4,positif
"Pencarian lokasi kerja tidak bisa spesifik seperti app yg lama harus per kota gak bisa di cari berdasarkan kata. Jadi susah deh, mau cari lokasi BSD aja loker kosong.😔",2,negatif
Alhamdulillah selama pakai Jobstreet saya bisa mendapatkan pekerjaan yang sesuai dengan pengalaman saya sebelumnya dan bisa menjadi referensi bagi HRD untuk menyeleksi karyawan,5,positif
"Masa saya gabisa login ke akun jobstreet saya, tiap do klik sign loading terus gamasu masuk",1,negatif
Di update malah gak bisa login. Tolong dibenerin,1,negatif
Ok,5,positif
Good,5,positif
Dapat digubakan dengan bijak,5,positif
oke banget,5,positif
"Bisa menggunakan aplikasi dan cari cari lowongan tapi giliran login akun tidak bisa bisa, cuman loading aja",1,negatif
Alhamdulillah saya beneran bisa dapet pekerjaan di pt bonafit di mm2100 lewat aplikasi ini,5,positif
ko jobstreet malah gini si.. aku udh update malah gabisa login mulu. pdhl udh sesuai ini gimana si sistemnyaaa anjlok bangettt min tolong perbaikin lahhh.. aku lebih suka jobstreet yg dluuu tanpa lemot gini😭😭😭😭🙏sorry aku ksh bintang 1,1,negatif
"Saya lebih suka versi yg lama, yg versi terbaru malah dibuat bingung 👎",5,positif
"Saran, jika ada perusahaan yang sudah menolak berkali-kali, sebaiknya jangan di rekomendasikan lagi pada pencaker",4,positif
"4 dlu aja, baru download soaln]a",4,positif
Makasih,5,positif
Mantap,5,positif
Cara lamarannya gampang cuman susah dapet panggilan nya,4,positif
"Versi baru job street lebih rumit menurutku, gak semudah dan sesimple sebelumnya. Bahkan lowker yg sebelumnya sudah kirim lamaran, tidak keliatan, malah bisa kirim lamaran lagi. Tolong dikembalikan ke semula ajalah..",1,negatif
Lamaran langsung direspon,5,positif
Sangat bagud,5,positif
"Keren banget sekarang Aplikasinya, setelah perubahan disemua menu kelihatan tambah bagus dan juga ada notifikasi di Email setelah berhasil melamar pekerjaanl. 👍",5,positif
good,4,positif
"Gak pernah ada yg nyangkut, dr semua yg di lamaran gk ada satu pun panggilan",2,negatif
Great,5,positif
"Updatenya jadi makin bagus, fitur bertambah dan bagus tampilannya",5,positif
Update terbaru mengecewakan informasi detail lokasi kerja tidak di tampilkan hanya kota saja,1,negatif
"Saya yakin yg buat program aplikasi jobstreet ini org pinter pastinya. Tpi yg nmanya ada menu search dg plihan lbih spesifik ya hrusnya yg ditampilkan sesuai dg apa yg konsumen cari. Klox ini ex nyari loker jakarta timur yg muncul ya smua jakarta raya, buang2 waktu utk scrol. Update jngan nanggung2 bos q, Terima ksih",4,positif
Bagus,5,positif
"Saya mendapatkan 3 pekerjaan dari aplikasi ini dan 2 pekerjaan sebelumya dari Jobsdb yg sekarang bergabung dengan jobstreet. Thanks Note : Saran saya diadakan lagi fitur untuk melihat kualifikasi pekerjaan pelamar lain, untuk melihat peta persaingan. Thanks",5,positif
Terima kasih sudah menyalurkan saya di tempat kerja yg baru.... 🙏🏻,5,positif
I am cannot log in after last update,2,negatif
Habis update mau masuk aja lama bget skrg...,1,negatif
Setelah update tampilan jadi susah. Lebih simpel yang dulu sebelum update,1,negatif
❤,5,positif
"Makin keren updetan apk nya, jadi lebih detail menurutku. Terimakasih Jobstreet, beberapa kali bisa kerja lewat jobstreet.",5,positif
Sangat membantu dan lebih mudah dalam apply lamaran kita,5,positif
good nice,5,positif
Dear management jobstreet sebaiknya kaya dulu lagi range gaji dari perusahaan yang membuka lowongan di tampilkan agar kita saat melamar tidak kecewa.biar tahu gambaran kita perlu gak melamar perusaahan tersebut.kebanyakan capek2 sampai wawan cara ternyata berat soal nego gajinya.alasan apalah,4,positif
"Setelah di update malah jadi sering nge bug dan akun keluar sendiri. Mau log in kembali pun ga bisa-bisa, tolong diperbaiki lagi aplikasi nya",1,negatif
Hrd and Human capital experience more than 25 years,5,positif
peluang bekerja bisa lebih cepat,5,positif
Setelah update ko jadi ga bisa login..,2,negatif
"Gak bagus aplikasinya, gak kayak dulu, sekarang mau login aja susah dan lama menunggu, sekarang saya unistal . Mengecewakan",1,negatif
Alhamdulillah,5,positif
Makin banyak kekurangannya tidak bisa dilihat berapa kalinya sama perusahaan tidak kelihatan.. Jumlah pelamar juga tidak terlihat.. Tolong kalau bisa tampilannya kembali seperti kemarin lagi..,2,negatif
Sangat mudah,5,positif
Aplikasi ini membawa aku berpindah pindah perusahaan hampir keliling indonesia.,5,positif
Cukup membantu dalam mencari pekerjaan. Kalau bisa lebih dibantu lagi. Terima kasih,5,positif
Asm,5,positif
Masih belum ada panggilan makanya kasih 1 dlu,1,negatif
Good,5,positif
"semenjak maintenance malah tambah ribet, mau login susah malah dialihkan ke google. ga kaya dulu langsung sesuai dalam aplikasi kalo mau daftar atau login. mana login buffering mulu",1,negatif
Sangat bermanfaat,5,positif
Ok sangat membantu,4,positif
okk,5,positif
Setelah update Sekilas jadi mirip aplikasi kitalulus,4,positif
"Saya selalu melamar pekerjaan melalui jobstreet dan sangat bagus dan selalu pekerjaan yang bagus yg saya dapat, terima kasih y Jobstreet 🙏🥰",5,positif
"Apps nya semenjak diperbarui jadi agak ribet jadi mantau agak susah, sama kalo mau lamar pada wilayab dengan cangkupan 2 wilayah tdk bsa hanya satu saja bisanya, tolong jd masukan ui/uxnya",1,negatif
"Maaf saya turunkan bintang, saya suka sekali aplikasi ini namun sekarang setelah update ada tambahan spt tggl dilihat dll namun ada juga banyak fitur yang hilang, semoga dikembalikan lagi contohnya jumlah berapa kali dilihat, jumlah pelamar di versi web nya. Semoga Jobstreet perbaiki ini",4,positif
Very good,5,positif
tingkatkan lagi peluang diterima kerja.,1,negatif
"Setelah proses maintenance dan update apk, semua data awal yang sudah di isi hilang dan musti isi kembali dari awal.",1,negatif
baru aja update tapi mau login cuma muter2 doang,1,negatif
Malah susah dan gk bisa login Masih ada bug,1,negatif
Sehabis di update kenapa jadi tidak bisa login? Untuk versi Web nya bisa login..,4,positif
Gaka da kejelasan,1,negatif
"Udah melamar banyak di aplikasi ini sih, namun kebanyakan nda ada kabar apa2 dri perusahaan, malahan tau2 statusnya lowongan kerja udah di tutup, dan tidak menerima kerja lagi.",1,negatif
Masih banyak loker penipuan kok bisa masuk aplikasi,2,negatif
aplikasi ya sangat membantu,5,positif
Aplikasi tidak dapat digunakan😭,1,negatif
Mudah untuk mencari lowongan pekerjaan melalui jobstreet,5,positif
Sangat bermanfaat,4,positif
Udah lama Bug nga bisa dibuka (maaf ngasih bintang 1) sebenarnya bagus aplikasi jobstreet rekomen buat yang lagi cari kerja,1,negatif
Sangat Membantu,5,positif
"hampir 2 tahun menggunakan aplikasi ini,sudah puluhan loker yang di apply tapi status hanya diterima saja sampai loker sudah berakhir.Apa benar aplikasi menyampaikan CV kita pada pihak perusahaan? entahlah...tidak ada kejelasan didalamnya,yang pasti setiap apply selalu aja terulang begitu dan begitu lagi.Jadi mulai ragu dengan aplikasi ini",1,negatif
Sangat membantu dalam pemcari kerja dalam mencari pekerjaan.,5,positif
"Maaf mau tanya di aplikasi saya ada tulisan 18 november aplikasi ini tidak tersedia, bisa tolong di jelaskan maksudnya apa ya?",5,positif
Nice,5,positif
"Aplikasi untuk mencari kerja yang sangat mudah, dengan applay lowongan saja, tidak harus melamar via email",5,positif
goodjob,5,positif
"lebih mudah dalam mencari lowongan pekerjaan, semoga bermanfaat dan berkah",5,positif
Keren,5,positif
Untuk saat ini saya kasih 1 bintang dulu nanti kalau ada panggilan kerja baru saya tambah lagi bintangnya,1,negatif
Mantap,5,positif
Susah menemukan yang kita cari,2,negatif
"Jobstreet bagi saya sangat bagus, karena mempermudah para pencari pekerjaan 🌻",5,positif
ok,5,positif
Simple penggunaannya,5,positif
Sangat membantu mencari pekerjaan.,5,positif
Bagus,5,positif
Semoga berkas yg di kirim di terima dalam nama Tuhan Yesus Amin,4,positif
Kenapa muncul kalimat Aplikasi tidak tersedia pada saat tanggal 18 november 2023,2,negatif
Sangat membantu banyak loker terupdate setiap hari,5,positif
Good aplikasi,5,positif
Sangat menyenangkan,5,positif
"membantu dalam mencari pekerjaan, tinggal isi data",5,positif
Sangat membantu,5,positif
Mudah mudahan ada rezekinya di sini,5,positif
👍👍,5,positif
"Bagus, interaktif, mudah, gak dibet, sangat membantu Nanti saya kasih full kalo diterima kerjanya",4,positif
Mantap,5,positif
Okee,5,positif
"Bagus ,,semoga lebih ditingkatkan lagi",5,positif
Sangat mudah dipahami,5,positif
Yuk mulai cari kerja,5,positif
Bagus,5,positif
Sangat membantu,5,positif
Sangat membantu,5,positif
"Banyak lowongan yg menarik, semoga bisa di Terima kerja 💪",5,positif
"Melamar Pekerjaan menjadi menyenangkan, mudah, dan nyaman.",5,positif
Good Application,5,positif
Aplikasi yang bagus buat mencari informasi tentang pekerjaan,4,positif
bagus,4,positif
Aplikasi ini yang sangat membantu dalam mencari kerja berbagai lowongan yang ada,5,positif
Good,5,positif
Ok,5,positif
kereen,5,positif
Mantap,5,positif
"lamaran yang udah kadaluarsa masih ada, jadi setiap mau ngecek/ngirim cv selalu ""lamaran sudah ditutup"", tapi masih ada dihome.",1,negatif
Sangat Membantu,5,positif
"Sangat membantu, dan sangat mudah",5,positif
Sangat membantu,5,positif
Cukup membantu,4,positif
Aplikasi yg bermanfaat,5,positif
Bagus,5,positif
Sangat membantu,5,positif
"Bagus, dan seluruh profil perusahaan dijelaskan",5,positif
Masih belum terbukti dapat panggilan,4,positif
Tambah bagus dan sekarang semakin dipermudah naruh dokumenya,5,positif
Goood job,5,positif
"Semenjak update terbaru auto sign out account dan tidak bisa login kembali, kalau coba via webnya bisa",2,negatif
Apk oke,4,positif
Ok,5,positif
Please add a search bar on application history.,4,positif
Sangat bermanfaat,5,positif
Sangat puas,4,positif
"Aplikasi bagus ,tapi sayang banyak di gunakan orang2 pinter untuk nipu yang baru lulus kerja .jadi hati2 aja",4,positif
Muncul tulisan 18 nov aplikasi tidak tersedia. Apa jobstreet mau di tutup atau gimana yaa?,4,positif
Sangat membantu,5,positif
Good👍,5,positif
Baik,4,positif
Banyak lowongan kerja fiktif,1,negatif
user experience nya bikin nyaman,5,positif
Ok,4,positif
bagus recommended,5,positif
apk yang mudah buat mencari pekerjaan,5,positif
lebih dimaksimalkan,2,negatif
"Memudahkan saya dalam mencari pekerjaan, terima kasih",5,positif
Mudahh sekali,5,positif
oke,4,positif
Luar biasa membantu...,5,positif
Sukses selalu dgn cari loker dr jobStreet,5,positif
Cukup mudah untuk mencari pekerjaan,5,positif
Terbaik membantu,5,positif
bantu cari kerja lulusan smk,5,positif
Sangat membantu untuk mencari kerja,5,positif
Sangat membantu,5,positif
sangat membantu,4,positif
Bagus,5,positif
Good aplication,5,positif
Ok sangat membantu,5,positif
Lumayan bagus menyediakan impormasi lokernya tapi ga pernah dipanggil apa yang salah yshhhy,4,positif
Ok,5,positif
Okokok,5,positif
Dari sekian ratusan bahkan lamaran di aplikasi ini tidak ada satupun yang dapat panggilan...sumpah nih aplikasi jancuuuk jaran yg bikin.,1,negatif
Mantap,5,positif
Sangat keren,5,positif
Keren,4,positif
Oke,5,positif
Ok,5,positif
Sangat bagus dan lengkap,5,positif
Cepat dan mudah digunakan dan banyak respon,5,positif
Semoga membantu,5,positif
Terima Kasih Jobstreet Paten,5,positif
Sangat informatif dan terpercaya,5,positif
Joss mantab...membantu saya dalam mendapatkan pekerjaan,5,positif
Aplikasi eror massa udah jutaan saya kirim lamaran belum ada panggilan kerja,1,negatif
membantu para pengangguran untuk mencari kerjaan,5,positif
Sangat membantu,5,positif
Alhamdulillah sae,5,positif
Aplikasi ok,4,positif
Bermanpaat,4,positif
Muda2han dapat tawaran kerja yang baik,5,positif
Bagus untuk para pencari kerja,5,positif
Sangat membantu,5,positif
Aplikasi eror,1,negatif
goo banget mudah dimengerti,5,positif
bagus sangat membantu,5,positif
"sangat membantu & memudahkan untuk orang"" mencari pekerjaan.",5,positif
Mantab 😁,5,positif
Sangat membantu,5,positif
Very good,5,positif
Sangat Membantu,5,positif
job street selalu memberikan saran pekerjaan yang sasuai dengan bidang yang saya dalami saat ini,5,positif
Membantu,5,positif
Saya mendapat panggilan interview hari ini,5,positif
"Alhamdulillah sejak saya download aplikasi jobstreet ada panggilan di beberapa perusahaan, terimakasih jobstreet",5,positif
Kenapa ga bisa ubah profil ya? Mau ganti email kok susah banget sih Tolong Diperbaiki yaa!!,5,positif
Goods aplication..mantabss,5,positif
"Sorry bintang 1 . Kalo lowongan bisa di saring apa engga ya? Ngelamar di sini selalu dapet yang ruko pinggir jalan . Tolong di saring kasian yang anak baru lulus blom berpengalaman , udah seneng dipanggil kerja , buang bensin , buang waktu , pas sampe sana di pintain uang (penipuan)",1,negatif
