content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
"Gak bisa di buka,harus log in lagi pdahal sudah pernah login,loginnya juga lama",gak bukaharus log in pdahal loginloginnya,negatif,negatif,negatif,negatif,negatif
"Setelah update malah tidak bisa login muncul pesan ""Something went wrong. Please try again later"" Waktu dicoba berulang2 muncul ""Something’s not right. We’ve sent instructions on how to reset your password to your email."" Ketika dibuka di emailnya & diklik sesuai petunjuk, menuju ke halaman kosong.",update login muncul pesan something went wrong please try again later coba berulang2 muncul somethings not right weve sent instructions on how to reset your password to your email buka email klik sesuai tunjuk halaman kosong,negatif,negatif,negatif,negatif,negatif
Sebaiknya fitur jumlah pelamar dan kualifikasi tudak dihilangkan,fitur lamar kualifikasi tudak hilang,positif,positif,negatif,positif,positif
Knpa gk bisa di buka sekarang aneh,knpa gk buka aneh,negatif,negatif,negatif,negatif,negatif
Scam jangan download harus instal lagi apk lain.,scam download instal apk,negatif,negatif,negatif,negatif,negatif
"Setelah di update cv saya hilang, profile akun saya hilang, history lamaran hilang, semua data pribadi saya hilang, tolong di balikin lagi semua akun saya seperti semula",update cv hilang profile akun hilang history lamar hilang data pribadi hilang tolong balikin akun,negatif,negatif,negatif,negatif,negatif
Selama saya menggunakan apk ini. Belum pernah ada Panggilan .. Ini apk apa akal2an aja atau gimna ya.mohon maaf saya unistal,apk panggil apk akal2an aja gimna yamohon maaf unistal,negatif,negatif,negatif,negatif,negatif
Belum pernah dapat panggilan dari jobstreet,panggil jobstreet,positif,negatif,negatif,negatif,negatif
Semoga sukses selalu jobstreet. Sangat membantu bagi pelamar kerja dan perusahaan yang membutuhkan.,moga sukses jobstreet bantu lamar kerja usaha butuh,positif,positif,positif,positif,positif
Sangat membantu dan untuk template nya tolong dipertahankan seperti saat ini karena sangat memudahkan bagi pencari kerja,bantu template nya tolong tahan mudah cari kerja,positif,positif,positif,positif,positif
Bagus juga untuk mencari tahu tentang hal pekerjaan,bagus cari kerja,positif,positif,positif,positif,positif
Good 👍👍,good,positif,positif,positif,positif,positif
Tidak pernah ada balasan..,balas,negatif,negatif,negatif,negatif,negatif
Filternya kacau gk berfungsi,filter kacau gk fungsi,negatif,negatif,negatif,negatif,negatif
Nice,nice,positif,positif,positif,positif,positif
Bagus bermanfaat,bagus manfaat,positif,positif,positif,positif,positif
Sangat membantu,bantu,positif,positif,positif,positif,positif
Setlah update jobstreet malah ribet ga bs lihat progress cv sdh smpe mn brp org plmar..,set update jobstreet ribet ga bs lihat progress cv sdh smpe mn brp org plmar,negatif,negatif,negatif,negatif,negatif
Belum ada panggilan sama sekali. Padahal sudah ngelamar banyak perusahaan .,panggil ngelamar usaha,negatif,negatif,negatif,negatif,negatif
Tolong dong kalo lowongan yang sudah kadaluarsa di hilangkan saja atau di tandai biar orang yang mau melamar tau lowongannya kadaluarsa atau tidak,tolong kalo lowong kadaluarsa hilang tanda biar orang lamar tau lowong kadaluarsa,negatif,negatif,negatif,negatif,negatif
Sesudah diupgrade loginnya susah banget kenapa ya,diupgrade loginnya susah banget ya,negatif,negatif,negatif,negatif,negatif
"Setelah di perbarui file CV ga bisa di unggah,pdhl klo ngelamar kerja harus ada CV nya waktu unggah resume ga bisa, setelah di perbarui malah kyk download ulang semua.",baru file cv ga unggahpdhl klo ngelamar kerja cv nya unggah resume ga baru kyk download ulang,negatif,negatif,negatif,negatif,negatif
Sangat membantu.. Thank u jobstreet 👌👍,bantu thank u jobstreet,positif,positif,positif,positif,positif
"Skrng sdh bs log in lg karena sdh diperbaharui,mksh apk andalan 👍🏻",skrng sdh bs log in lg sdh diperbaharuimksh apk andal,positif,negatif,negatif,positif,negatif
"Terimakasih kepada pihak pengembang, aplikasi ini memudahkan saya melamar pekerjaan hanya dengan mengirimkan cv secara daring.",terimakasih kembang aplikasi mudah lamar kerja kirim cv daring,positif,positif,positif,positif,positif
"Terimakasih berkat jobstreet sy dpt pekerjaan. Dipanggil beberapa kali oleh interviewer juga, tinggal pipih yg sesuai.",terimakasih berkat jobstreet sy dpt kerja panggil kali interviewer tinggal pipih yg sesuai,positif,positif,positif,positif,positif
"Dengan yg sistem Baru ini, LEBIH SUSAH UNTUK Apply, SUSAH BANGET. MENDING PAKAI YG SESTEM LAMA. WHY Sampai kapan seperti ini? Yang sistem lama proses CEPAT SEKALI YG SISTEM BARU LELET BAHKAN DAK BISA UNTUK apply. SEGERA DI PERBAIKI BIAR LEBIH LANCAR SPT SISTEM YG LAMA, MOHON KOREKSI.",yg sistem susah apply susah banget mending pakai yg sestem why sistem proses cepat yg sistem lelet dak apply baik biar lancar spt sistem yg mohon koreksi,positif,negatif,negatif,positif,negatif
Gk sesimpel dulu,gk simpel,negatif,negatif,negatif,negatif,negatif
Sangat bagus,bagus,positif,positif,positif,positif,positif
gak pernah sekalipun ke panggil.. 😂,gak panggil,negatif,negatif,negatif,negatif,negatif
"Semenjak update versi makin ga nyaman digunakan, lebih enak versi sebelumnya. Tolong di perhatikan",semenjak update versi ga nyaman enak versi tolong perhati,negatif,negatif,negatif,negatif,negatif
Ok,ok,positif,positif,positif,positif,positif
Apk hoax,apk hoax,negatif,negatif,negatif,negatif,negatif
Kerjaannya ga up-to-date itu2 mulu,kerja ga uptodate itu2 mulu,negatif,negatif,negatif,negatif,negatif
"Bahaya makin pakai jobstreet , bisa dipantau data2 identitas & mulai tak yakin",bahaya pakai jobstreet pantau data2 identitas,negatif,negatif,negatif,negatif,positif
Mantap,mantap,positif,positif,positif,positif,positif
Top,top,positif,positif,positif,positif,positif
"Banyak informasi yang diberikan oleh Joobsreet, Tapi belum mendapatkan pekerjaan dari sini",informasi joobsreet kerja,positif,positif,positif,positif,positif
Jobstreet lebih jelas dan transparan.,jobstreet transparan,positif,positif,negatif,positif,negatif
"Setelah di upgrade harusnya penaikan kualitas justru sebaliknya malah jadi penurunan kualitas, mau login pun tidak bisa.. Ampun puh sepuhhhh..",upgrade naik kualitas turun kualitas login ampun puh sepuhhhh,negatif,negatif,negatif,negatif,negatif
Kok sy tidak bisa log in lagi ke akun jobstreet sy yah? Sy sudah kirim email. Tp belum ada responnya. Bagaimana ini. Sy butuh utk bs log in kembali ke akun sy,sy log in akun jobstreet sy yah sy kirim email tp responnya sy butuh utk bs log in akun sy,positif,negatif,negatif,positif,negatif
"Kok gak bisa login ya,padahal sudah terdaftar",gak login yapadahal daftar,negatif,negatif,negatif,negatif,negatif
Diperbaharui malah nambah jelek,baharu nambah jelek,negatif,negatif,negatif,negatif,negatif
Update mulu tapi gx pernah dapet panggilan dari sini,update mulu gx dapet panggil,negatif,negatif,negatif,negatif,negatif
"Sudah update tambah ribet,sistem bekerja nampak amatir, sudah input lokasi filter pencarian malah ditampilkan di lokasi lain",update ribetsistem nampak amatir input lokasi filter cari tampil lokasi,negatif,negatif,negatif,negatif,negatif
"Setelah di perbarui malah tidak bisa login, pdhl pass sdah benar:))",baru login pdhl pass sdah,negatif,negatif,negatif,negatif,negatif
"Suka banget sama apk versi barunya, abis di update jadi lebih mudah di akses",suka banget apk versi baru abis update mudah akses,positif,negatif,negatif,positif,negatif
Aplikasi kurang pas,aplikasi pas,negatif,negatif,negatif,negatif,negatif
Kenapa profil perusahaan rekruiter dihilangkan? Calon pencari kerja juga berhak tau perusahaan bergerak di bidang apa yang akan dilamar. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,profil usaha rekruiter hilang calon cari kerja hak tau usaha gerak bidang lamar,negatif,negatif,positif,negatif,negatif
"Sangat bagus sekali, saya sudah 3 kali melamar dari website ini sangat terpercaya",bagus 3 kali lamar website percaya,positif,positif,positif,positif,positif
"Makin di upgrade makin g jelas aplikasinya, banyak ngeshare loker baru giliran udah dilamar dapet email klo loker udah kadarluarsa padahal di aplikasi baru, asli g update",upgrade g aplikasi ngeshare loker gilir udah lamar dapet email klo loker udah kadarluarsa aplikasi asli g update,negatif,negatif,negatif,negatif,negatif
Tambah lama kok tambah semakin banyak aturan dan ribet,atur ribet,negatif,negatif,negatif,negatif,negatif
Karena belum dapat pekerjaan disini,kerja,negatif,positif,positif,positif,positif
saya lebih suka tampilan yang dulu walaupun saya sudah dapat perkerjaan di jobstreet ini. kalau tampilan lebih bagus yang dulu daripada sekarang karena lebih mudah untuk mencari pekerjaan dan bisa melihat berapa orang yang melamar,suka tampil kerja jobstreet tampil bagus mudah cari kerja orang lamar,positif,positif,positif,positif,positif
"Setelah pembaharuan kok malah ga bisa di buka ga bisa masuk, putar putar aja sdh lebih dari 1 jam",baharu ga buka ga masuk putar putar aja sdh 1 jam,negatif,negatif,negatif,negatif,negatif
"Fitur melihat jumlah pelamar sekarang kurang informatif dan UI/UX-nya juga kurang nyaman. Sebaiknya, fitur ini dikembalikan seperti semula agar lebih bermanfaat bagi para pencari kerja.",fitur lamar informatif uiuxnya nyaman fitur kembali manfaat cari kerja,positif,positif,positif,positif,positif
"UI ux nya jobstreet not recommend ,parah",ui ux nya jobstreet not recommend parah,negatif,negatif,negatif,negatif,negatif
Bagus dan bermanfaat untuk mencari informasi lowongan kerja,bagus manfaat cari informasi lowong kerja,positif,positif,positif,positif,positif
"Setelah di update malah makin jelek,masih bagus yang dulu. Sekarang,kita tidak bisa melihat jumlah pelamar, Kita Juga tidak bisa melihat gaji apakah dibawah, diatas,atau sesuai yang diharapkan,dan tidak bisa melihat berapa kali perusahaan melihat lamaran kita.serta kalau melamar ribet sekali,selalu ditanyakan mau memasukan cv atau tidak.",update jelekmasih bagus sekarangkita lamar gaji bawah diatasatau sesuai diharapkandan kali usaha lamar kitaserta lamar ribet sekaliselalu pasu cv,negatif,negatif,negatif,negatif,negatif
"Lbh bagus apk yg lama, krn yg lama ada penjelasan deskripsi pabrik, jam kerja, filter job apk baru jg tdk berfungsi, sy hy filter job dg gj diatas misal 5jt, tp yg gaji 2-3 jt malah yg keluar. Tlg kembalikan bbrp tampilan yg sdh bagus di apk lama, sy skg kesulitan dg apk baru akibat faktor diatas.",lbh bagus apk yg krn yg jelas deskripsi pabrik jam kerja filter job apk jg tdk fungsi sy hy filter job dg gj atas 5jt tp yg gaji 23 jt yg tlg kembali bbrp tampil yg sdh bagus apk sy skg sulit dg apk akibat faktor atas,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
"Bagus yang versi lama, sebelum Seek.",bagus versi seek,negatif,negatif,negatif,negatif,negatif
Kok makin parah setelah update,parah update,negatif,negatif,negatif,negatif,negatif
Mantaaap....👍👍👍👍👍,mantaaap,positif,positif,positif,positif,positif
Aplikasi udah di update malah ga bisa login loading lama banget,aplikasi udah update ga login loading banget,negatif,negatif,negatif,negatif,negatif
Mau daftar loading nya 2jam dan itupun ga nongol' hdeh,daftar loading nya 2jam itu ga nongol hdeh,negatif,negatif,negatif,negatif,negatif
"Tolong seleksi lagi yg benar perusahaan/tempat kerjanya. Banyak perusahaan fiktif / penipuan, tolong periksa lagi perusahaan itu ada atau tidaknya, aneh lamar jadi pelayan restoran masa disuruh dateng ke ruko",tolong seleksi yg perusahaantempat kerja usaha fiktif tipu tolong periksa usaha tidak aneh lamar layan restoran suruh dateng ruko,negatif,negatif,negatif,negatif,negatif
Tampilan lebih buruk dari sebelumnya tidak user friendly,tampil buruk user friendly,negatif,negatif,negatif,negatif,negatif
"Parah ne aplikasi nya, semakin update semakin gk jelas",parah ne aplikasi nya update gk,negatif,negatif,negatif,negatif,negatif
"Kenapa sih mau login aja susahharus lwt web login seek,muter putih terus hadeh pdhl dlu bisa lpgin lwt apl",sih login aja susahharus lwt web login seekmuter putih hadeh pdhl dlu lpgin lwt apl,negatif,negatif,negatif,negatif,negatif
"Ini aplikasi gimana maksudnya ya?,apa sdg pemeliharaan system?, mau login selalu ke browser, tdk bisa di aplikasi...",aplikasi gimana maksud yaapa sdg pelihara system login browser tdk aplikasi,positif,negatif,negatif,positif,negatif
udah ngelamar nunggu lama lama eh dapet notif maaf lamaran yg anda lamar sudah tutup gmn sih bener ada lowongan apa kaga?apa cuma nipu aja nih??,udah ngelamar nunggu eh dapet notif maaf lamar yg lamar tutup gmn sih bener lowong kagaapa nipu aja nih,negatif,negatif,negatif,negatif,negatif
"Ini knpa aplikasi ini setelah di update gabisa dibuka loding terus,,plis ja ini kapan bisa digunakan aplikasinya?,,,padahal mo liat kelanjutan sama lamaran",knpa aplikasi update gabisa buka loding terusplis ja aplikasinyapadahal mo liat lanjut lamar,negatif,negatif,negatif,negatif,negatif
Banyak perusahaan palsu yang nipu2. Jobstreet sebagai pihak ketiga harusnya bisa lah milah perusahaan yang bener sama yang bodong,usaha palsu nipu2 jobstreet tiga mi usaha bener bodong,negatif,negatif,negatif,negatif,negatif
Aplikasi diupdate dah semingguan eror teros,aplikasi diupdate dah minggu eror ros,negatif,negatif,negatif,negatif,negatif
Mau masuk malah loading terus,masuk loading,negatif,negatif,negatif,negatif,negatif
Tidak bisa register Sangat lambat Tolong diperbaiki,register lambat tolong baik,negatif,negatif,negatif,negatif,negatif
setelah di-update tidak bisa upload cv,diupdate upload cv,negatif,negatif,negatif,negatif,negatif
Loading mulu ya? Gak bisa login,loading mulu ya gak login,negatif,negatif,negatif,negatif,negatif
Membantu mencari pekerjaan yang sesuai skill kita,bantu cari kerja sesuai skill,positif,positif,positif,positif,positif
"NGK BISA LOGIN SETELAH UPDATE, DASAR BODOH",ngk login update dasar bodoh,negatif,negatif,negatif,negatif,negatif
Ini kenapa diupgrade jadi semakin ribet yaa....astaga 🥱🥱🥱,diupgrade ribet yaaastaga,negatif,negatif,negatif,negatif,negatif
Setelah update suruh login ulang tapi loadingnya lama parah,update suruh login ulang loadingnya parah,negatif,negatif,negatif,negatif,negatif
Sangat membantu...terimakasih..,membantuterimakasih,positif,positif,positif,positif,positif
"Setelah update, sekarang tidak bisa login per tanggal 25/11/2023",update login tanggal 25112023,negatif,negatif,negatif,negatif,negatif
Terpaksa uninstal. Karena tidak bisa login semenjak update. Tolong perbaaiki,paksa uninstal login semenjak update tolong perbaaiki,negatif,negatif,negatif,negatif,negatif
"Masih bagusan Versi lama,, Pas.saya update,,lamaran sebelum² tidak bisa diliat (terbatas),, Lamaran yg di apply hanya sedikit yg bisa dicek history,, Sekarang,,saya ada dapat panggilan,,saya tidak bisa cek,,bener gak itu panggilan interview yg saya apply via Jopstreet ini.. Tolong dibantu..Tks",bagus versi passaya updatelamaran liat batas lamar yg apply yg cek history sekarangsaya panggilansaya cekbener gak panggil interview yg apply via jopstreet tolong dibantutks,negatif,negatif,negatif,negatif,negatif
"Ga bisa log in,lewat web atau aplikasi Padahal jobstreet sangat membantu untuk mencari pekerjaan Tolong diperbaiki",ga log inlewat web aplikasi jobstreet bantu cari kerja tolong baik,negatif,negatif,negatif,negatif,positif
"Saya sangat terbantu dengan aplikasi ini, sudah beberapa kali saya diterima bekerja melalui apps ini. Sangat berguna",bantu aplikasi kali terima apps guna,positif,positif,positif,positif,positif
The best,the best,positif,positif,positif,positif,positif
good,good,positif,positif,positif,positif,positif
ko sekarang ga bisa daftar pas diperbaruhi.. payah,ko ga daftar pas baruh payah,negatif,negatif,negatif,negatif,negatif
Setelah upgrade ko semua data profil saya hilang resume yg di awal semua hilang.. history lamaran hilang juga.. ga bagus sama sekali setela upgrade,upgrade ko data profil hilang resume yg hilang history lamar hilang ga bagus setela upgrade,negatif,negatif,negatif,negatif,negatif
